,Total_Stops,Price,Duration_total,Dep_hour,weekday_name_Monday,weekday_name_Saturday,weekday_name_Sunday,weekday_name_Thursday,weekday_name_Tuesday,weekday_name_Wednesday,Add_col_1,Add_col_2,Add_col_3,Air_col_1,Air_col_2,Air_col_3,Air_col_4,Air_col_5,Air_col_6
4236,2,15532,1255,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4237,1,14714,1210,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4238,1,9187,865,20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4239,1,7038,455,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4240,1,13587,420,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4241,0,8016,175,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4242,0,4049,90,09,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4243,0,9536,85,07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4244,1,14571,590,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4245,2,15812,440,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4246,1,8759,870,07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4247,2,10151,590,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4248,0,4804,155,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4249,1,6104,480,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4250,0,5510,150,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4251,1,6027,320,17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4252,0,4174,145,09,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4253,1,6794,895,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4254,2,15428,1545,05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4255,1,14388,1430,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4256,1,6896,630,15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4257,0,6144,175,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4258,1,19225,375,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,2,13227,970,16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4260,2,11664,1380,05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4261,1,10844,1400,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4262,1,7757,450,21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4263,0,2754,90,19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4264,1,7618,840,07,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4265,1,14781,425,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4266,0,4284,175,00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4267,1,7740,735,08,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4268,0,3419,165,01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4269,1,13941,1215,08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4270,2,12723,1625,05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4271,2,14300,1215,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4272,0,6121,165,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4273,1,17549,705,08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4274,0,1759,85,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4275,0,4423,165,06,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4276,0,4544,180,07,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4277,1,12402,660,08,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4278,1,9663,1495,08,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4279,1,12681,1595,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4280,1,5117,1420,09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4281,1,12898,1415,13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4282,1,13941,1545,06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4283,0,4030,165,06,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4284,0,17501,85,06,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4285,1,8529,1155,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4286,1,8073,930,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4287,2,11942,1470,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4288,2,11702,800,05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4289,1,6442,455,08,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4290,0,4804,165,09,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4291,0,4823,170,08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4292,1,10877,610,08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4293,2,10151,1830,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4294,0,5201,170,05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4295,1,13067,505,09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4296,0,2754,90,02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4297,1,8366,745,09,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4298,1,10844,1495,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4299,0,4878,155,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4300,2,10231,1275,22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4301,2,13292,1375,05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4302,0,4804,155,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4303,0,5201,180,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4304,2,10368,535,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4305,1,8820,1350,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4306,0,4160,90,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4307,1,8891,545,09,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4308,1,10539,1285,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4309,0,3971,160,05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4310,1,6093,810,07,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4311,1,8266,385,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4312,1,7480,1255,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4313,1,10262,610,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4314,1,8907,1590,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4315,1,11789,615,08,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4316,1,15135,440,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4317,1,7887,645,08,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4318,1,6818,425,05,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4319,0,6482,140,05,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4320,1,7888,720,09,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4321,1,13759,1220,08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4322,1,10262,660,08,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4323,2,13376,830,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4324,1,10197,540,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4325,1,7997,470,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4326,1,5117,965,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4327,1,12373,540,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4328,1,6795,760,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4329,0,7229,185,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4330,0,2575,90,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4331,1,7662,675,09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4332,1,8366,745,09,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4333,1,10844,740,08,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4334,0,3540,145,05,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4335,1,16863,935,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4336,0,6121,170,21,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4337,1,8434,305,06,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4338,1,14151,395,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4339,2,14441,425,05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4340,0,3898,170,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4341,2,9483,810,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4342,0,4282,170,04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4343,0,6478,180,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4344,2,16809,1995,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4345,2,16704,1390,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4346,0,3898,175,07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4347,1,11297,390,05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4348,0,5224,150,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4349,0,4823,175,18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4350,1,14871,645,04,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4351,1,7480,1420,09,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4352,0,5224,155,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4353,1,6093,540,07,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
4354,0,2754,90,19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4355,0,2227,95,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4356,1,14781,705,06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4357,0,3898,175,07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4358,1,9397,930,07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4359,1,8452,1655,07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4360,0,4591,170,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4361,1,5930,315,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4362,2,10991,875,05,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4363,0,4622,160,06,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4364,1,14714,450,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4365,0,4823,170,08,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4366,0,2228,90,02,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4367,1,10703,395,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4368,0,5613,155,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4369,1,13759,700,06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4370,0,3943,170,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4371,0,4944,165,00,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4372,1,10262,300,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4373,1,8479,435,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4374,1,7514,515,07,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4375,0,6934,180,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4376,1,9663,1025,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4377,1,8085,660,10,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4378,0,7266,190,06,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4379,1,6493,320,17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4380,1,14714,540,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4381,1,7485,390,19,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4382,1,10262,925,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4383,0,4878,165,09,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4384,1,7198,390,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4385,1,17261,965,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386,1,13044,735,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387,1,10262,1530,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4388,1,8614,755,06,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4389,1,12032,1665,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4390,1,12284,375,07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4391,0,3419,175,07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4392,1,6528,370,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4393,0,5403,160,07,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4394,1,9732,450,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4395,1,5761,320,06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4396,2,12009,1345,07,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4397,1,8586,1590,05,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4398,0,6144,180,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4399,0,3257,160,05,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4400,1,9021,465,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4401,1,10262,1505,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4402,2,13757,560,05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4403,0,5895,185,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4404,1,9663,585,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4405,1,6587,1535,05,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4406,0,3311,160,05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4407,1,6297,315,06,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4408,1,10844,1495,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4409,0,4049,90,09,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4410,0,6961,170,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4411,0,3384,135,08,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4412,2,13029,1615,09,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4413,0,3859,135,08,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4414,2,11732,1470,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4415,1,12524,615,08,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4416,1,12284,325,07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4417,1,10262,620,02,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4418,2,13344,425,05,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4419,0,7229,180,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4420,2,14960,1385,09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4421,2,13381,1490,06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4422,1,15147,765,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4423,1,8586,1330,06,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4424,1,7054,490,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4425,0,4082,150,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4426,2,13029,560,09,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4427,1,7064,365,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4428,1,4943,1475,08,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4429,0,7229,180,07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4430,1,8450,675,09,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4431,2,15318,505,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4432,0,4804,160,21,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4433,1,10844,1220,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4434,0,3175,90,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4435,2,12646,1820,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4436,1,7893,930,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4437,0,7171,165,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4438,1,13727,420,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4439,0,5201,185,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4440,1,9001,455,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4441,0,3943,170,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4442,1,10546,835,07,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4443,1,15554,1425,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4444,0,5228,165,06,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4445,1,9404,615,09,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4446,1,8601,605,09,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4447,1,8888,765,09,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4448,0,5088,155,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4449,0,3943,170,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4450,1,12373,885,21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4451,1,8323,440,06,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4452,2,15339,1390,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4453,0,11982,140,17,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4454,1,8844,330,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4455,1,10262,825,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4456,0,3597,140,13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4457,0,5678,90,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4458,0,5277,140,22,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4459,0,4823,175,07,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4460,2,8049,765,08,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4461,0,3543,140,17,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4462,1,10262,1485,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4463,3,10703,2280,05,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4464,1,6496,295,05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4465,1,10844,705,06,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4466,1,12032,705,07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4467,0,6741,190,06,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4468,0,3943,170,04,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4469,0,3841,155,06,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4470,1,15288,395,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4471,0,2050,80,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4472,0,4842,135,07,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4473,2,6643,1420,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4474,1,9581,300,05,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4475,0,4804,160,21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4476,1,7832,1420,08,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4477,1,11667,730,07,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4478,1,6442,455,08,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4479,2,15129,1760,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4480,0,4544,175,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4481,1,9663,800,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4482,1,14714,745,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4483,0,3100,80,06,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4484,1,9663,1695,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4485,1,5761,320,06,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4486,0,3100,80,21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4487,1,13626,425,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4488,0,5678,90,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4489,1,8529,1400,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4490,0,5201,170,05,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4491,1,14151,690,09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4492,0,4483,165,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4493,0,4174,155,22,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4494,2,15544,425,05,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4495,0,5601,195,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4496,0,3419,165,01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4497,1,6451,870,07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4498,2,12592,1700,09,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4499,0,6961,170,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4500,0,4174,150,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4501,1,8824,590,06,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4502,1,7947,380,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4503,1,13587,420,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4504,0,3841,155,06,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
4505,0,4804,160,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4506,1,8586,520,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4507,0,4778,160,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4508,2,18275,625,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4509,0,3540,145,05,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4510,1,6442,835,08,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4511,0,4145,155,20,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4512,0,5644,150,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4513,0,5224,150,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4514,1,5963,1520,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4515,1,11264,780,06,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4516,1,10188,310,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4517,1,10844,800,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4518,1,7166,295,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4519,1,13817,635,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4520,1,12373,1100,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4521,1,25735,965,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4522,1,14815,450,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4523,1,10262,1505,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4524,1,10262,660,08,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4525,1,7468,875,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4526,0,8040,85,07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4527,2,12819,1195,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4528,0,7295,145,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4529,0,7229,175,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4530,1,6853,340,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4531,1,9663,730,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4532,1,7064,705,06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4533,1,8372,615,09,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4534,0,1965,90,13,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4535,1,16932,695,07,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4536,0,3841,140,22,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4537,2,15812,440,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4538,1,10924,385,06,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4539,0,6934,180,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4540,1,10262,660,08,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4541,1,13843,870,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4542,1,9315,740,06,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4543,1,8266,795,06,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4544,1,14231,660,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4545,0,5048,165,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4546,1,10262,1530,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4547,1,12537,720,09,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4548,1,10262,925,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4549,0,8040,85,07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4550,1,9736,435,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4551,0,4804,155,04,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4552,1,13817,995,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4553,0,5048,175,07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4554,0,8040,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4555,1,7354,645,08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4556,1,7563,465,14,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4557,1,7725,285,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4558,1,7740,735,08,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4559,2,13532,1165,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4560,0,6565,155,14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4561,1,10844,1640,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4562,0,3841,140,22,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
4563,1,11200,630,08,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
